txn_id,customer_id,amount,timestamp,merchant,risk_label,risk_score
82,776,13,2026-05-21 23:08:38.651643,Target,0,0.26
83,943,106,2026-05-24 20:38:27.651645,Walmart,0,2.12
84,35,155,2026-05-21 00:52:46.651647,BestBuy,0,3.1
85,206,84,2026-05-23 19:38:15.651650,Amazon,0,1.68
86,81,163,2026-05-25 20:48:51.651652,Walmart,0,3.26
87,932,91,2026-05-22 23:40:46.651654,Target,0,1.82
88,562,106,2026-05-21 18:59:46.651656,Amazon,0,2.12
89,872,75,2026-05-25 06:39:41.651658,BestBuy,0,1.5
90,388,190,2026-05-25 12:59:35.651660,Target,0,3.8
91,2,107,2026-05-23 15:43:13.651662,Amazon,0,2.14
92,390,40,2026-05-20 22:21:32.651664,BestBuy,0,0.8
93,566,202,2026-05-23 15:53:34.651666,Target,0,4.04
94,106,265,2026-05-21 14:56:22.651668,Target,0,5.3
95,772,68,2026-05-25 08:51:06.651671,Walmart,0,1.36
96,822,180,2026-05-19 11:44:19.651673,Walmart,0,3.6
97,477,50,2026-05-20 01:27:25.651675,Walmart,0,1.0
98,703,138,2026-05-20 15:57:33.651677,Amazon,0,2.76
99,402,264,2026-05-23 23:16:13.651679,Target,0,5.28
100,730,280,2026-05-23 14:26:00.651681,Walmart,0,5.6
101,556,107,2026-05-25 06:17:26.651683,BestBuy,0,2.14
102,162,115,2026-05-20 23:54:37.651684,Amazon,0,2.3
103,202,64,2026-05-20 02:20:18.651686,Walmart,0,1.28
104,958,54,2026-05-24 18:53:40.651688,Amazon,0,1.08
105,996,65,2026-05-19 00:52:33.651690,Target,0,1.3
106,270,39,2026-05-22 08:05:56.651692,BestBuy,0,0.78
107,863,110,2026-05-24 02:42:51.651694,Target,0,2.2
108,816,79,2026-05-25 03:18:54.651696,BestBuy,0,1.58
109,271,72,2026-05-25 01:51:57.651698,Target,0,1.44
110,456,194,2026-05-22 14:14:09.651701,Amazon,0,3.88
111,462,34,2026-05-24 06:53:44.651703,Target,0,0.68
112,727,52,2026-05-19 17:18:30.651705,BestBuy,0,1.04
113,252,59,2026-05-23 20:19:53.651707,Amazon,0,1.18
114,702,189,2026-05-19 03:48:16.651709,Amazon,0,3.78
115,296,86,2026-05-21 18:03:47.651711,BestBuy,0,1.72
116,725,151,2026-05-24 17:56:05.651713,BestBuy,0,3.02
117,720,108,2026-05-21 22:56:29.651715,Amazon,0,2.16
118,749,98,2026-05-22 17:45:45.651717,BestBuy,0,1.96
119,338,126,2026-05-19 14:01:43.651719,Target,0,2.52
120,879,123,2026-05-22 17:58:40.651721,Target,0,2.46
121,53,17,2026-05-20 23:01:05.651723,Target,0,0.34
122,792,176,2026-05-19 16:28:43.651725,Amazon,0,3.52
123,922,319,2026-05-20 01:20:25.651727,Target,0,6.38
124,217,55,2026-05-21 21:51:24.651729,Amazon,0,1.1
125,764,158,2026-05-23 19:27:32.651731,BestBuy,0,3.16
126,188,52,2026-05-18 23:41:33.651733,Target,0,1.04
127,380,43,2026-05-21 12:46:56.651735,Amazon,0,0.86
128,493,112,2026-05-23 16:30:41.651737,Walmart,0,2.24
129,41,50,2026-05-19 21:53:33.651739,Target,0,1.0
130,157,88,2026-05-22 16:04:14.651741,Target,0,1.76
131,15,234,2026-05-22 23:30:12.651743,Amazon,0,4.68
132,813,187,2026-05-24 13:44:20.651745,Amazon,0,3.74
133,65,127,2026-05-22 09:55:18.651747,BestBuy,0,2.54
134,857,62,2026-05-22 14:55:55.651749,Amazon,0,1.24
135,839,170,2026-05-25 09:25:37.651751,BestBuy,0,3.4
136,521,106,2026-05-20 15:40:27.651753,Walmart,0,2.12
137,344,82,2026-05-22 18:26:14.651755,BestBuy,0,1.64
138,129,161,2026-05-20 00:57:29.651757,Target,0,3.22
139,648,125,2026-05-22 03:33:15.651759,Amazon,0,2.5
140,472,95,2026-05-23 05:14:23.651760,Walmart,0,1.9
141,63,115,2026-05-21 23:50:16.651762,Walmart,0,2.3
142,139,18,2026-05-21 05:50:42.651764,Amazon,0,0.36
143,499,77,2026-05-21 07:40:42.651766,Target,0,1.54
144,593,100,2026-05-22 12:48:17.651768,Amazon,0,2.0
145,392,55,2026-05-24 07:58:51.651770,Amazon,0,1.1
146,675,29,2026-05-24 02:12:34.651772,Amazon,0,0.58
147,419,85,2026-05-19 21:51:22.651774,BestBuy,0,1.7
148,289,20,2026-05-24 01:11:05.651776,Walmart,0,0.4
149,379,7,2026-05-21 00:57:29.651778,Walmart,0,0.14
150,773,23,2026-05-21 20:46:37.651781,Target,0,0.46
151,490,41,2026-05-19 07:57:08.651783,Walmart,0,0.82
152,231,30,2026-05-22 13:12:15.651785,Amazon,0,0.6
153,41,119,2026-05-19 22:46:58.651787,Walmart,0,2.38
154,28,49,2026-05-25 18:05:06.651789,Target,0,0.98
155,135,53,2026-05-21 08:18:35.651791,BestBuy,0,1.06
156,201,180,2026-05-22 21:11:31.651793,BestBuy,0,3.6
157,840,371,2026-05-23 03:52:56.651795,Amazon,0,7.42
158,780,263,2026-05-24 20:42:37.651797,Amazon,0,5.26
159,930,12,2026-05-25 03:10:58.651799,Walmart,0,0.24
160,33,260,2026-05-22 18:22:19.651801,Walmart,0,5.2
161,48,93,2026-05-19 02:45:33.651803,Target,0,1.86
162,503,57,2026-05-24 08:41:06.651805,Amazon,0,1.14
163,407,254,2026-05-25 13:52:46.651807,Target,0,5.08
164,574,112,2026-05-25 21:26:50.651809,BestBuy,0,2.24
165,728,71,2026-05-22 18:37:10.651811,Walmart,0,1.42
166,805,78,2026-05-19 03:00:16.651813,Amazon,0,1.56
167,99,48,2026-05-19 03:04:50.651815,Walmart,0,0.96
168,684,26,2026-05-21 08:09:44.651817,Amazon,0,0.52
169,872,73,2026-05-24 11:00:35.651819,BestBuy,0,1.46
170,726,128,2026-05-22 04:07:32.651821,Target,0,2.56
171,987,65,2026-05-23 18:43:39.651823,Amazon,0,1.3
172,547,83,2026-05-24 00:31:41.651825,Walmart,0,1.66
173,961,51,2026-05-21 17:54:40.651827,Amazon,0,1.02
174,739,49,2026-05-24 05:43:55.651829,Target,0,0.98
175,613,142,2026-05-24 23:08:33.651831,BestBuy,0,2.84
176,943,83,2026-05-21 08:08:26.651833,Walmart,0,1.66
177,462,178,2026-05-20 01:30:48.651835,BestBuy,0,3.56
178,643,66,2026-05-19 04:29:20.651836,BestBuy,0,1.32
179,769,71,2026-05-24 03:43:23.651838,Target,0,1.42
180,5,300,2026-05-24 18:23:01.651840,Amazon,0,6.0
181,218,104,2026-05-22 06:38:40.651842,Amazon,0,2.08
182,503,32,2026-05-22 12:59:33.651844,Amazon,0,0.64
183,767,72,2026-05-20 08:32:39.651846,Amazon,0,1.44
184,398,165,2026-05-23 20:12:45.651848,Walmart,0,3.3
185,871,18,2026-05-19 13:04:19.651850,BestBuy,0,0.36
186,795,183,2026-05-25 21:11:17.651852,Amazon,0,3.66
187,393,59,2026-05-21 11:38:57.651854,BestBuy,0,1.18
188,207,101,2026-05-24 19:10:37.651856,Walmart,0,2.02
189,15,68,2026-05-24 05:26:01.651858,Walmart,0,1.36
190,858,26,2026-05-20 12:47:24.651860,Walmart,0,0.52
191,554,177,2026-05-20 13:47:23.651862,BestBuy,0,3.54
192,892,56,2026-05-24 03:20:36.651863,Amazon,0,1.12
193,461,21,2026-05-23 17:05:16.651865,BestBuy,0,0.42
194,691,102,2026-05-19 23:58:54.651867,Amazon,0,2.04
195,575,49,2026-05-23 19:23:13.651869,Target,0,0.98
196,864,15,2026-05-25 14:00:43.651871,Amazon,0,0.3
197,743,101,2026-05-20 13:25:27.651873,Amazon,0,2.02
198,241,22,2026-05-19 18:26:02.651875,Amazon,0,0.44
199,564,113,2026-05-23 21:27:01.651877,Walmart,0,2.26
200,96,187,2026-05-20 14:27:23.651879,Target,0,3.74
201,900,107,2026-05-23 21:13:25.651881,Amazon,0,2.14
202,734,46,2026-05-22 00:34:34.651883,Target,0,0.92
203,485,18,2026-05-23 10:57:52.651885,BestBuy,0,0.36
204,407,169,2026-05-20 07:44:24.651887,BestBuy,0,3.38
205,231,122,2026-05-25 11:57:25.651889,Walmart,0,2.44
206,749,63,2026-05-23 10:00:14.651891,BestBuy,0,1.26
207,655,74,2026-05-24 13:02:54.651893,Target,0,1.48
208,171,114,2026-05-22 18:08:47.651895,Target,0,2.28
209,541,45,2026-05-24 05:32:06.651897,Target,0,0.9
210,36,176,2026-05-25 02:26:58.651898,Target,0,3.52
211,525,82,2026-05-22 20:05:27.651900,Target,0,1.64
212,160,31,2026-05-19 20:09:30.651902,Walmart,0,0.62
213,839,98,2026-05-20 16:23:08.651904,Amazon,0,1.96
214,699,280,2026-05-22 00:41:07.651906,BestBuy,1,56.0
215,243,50,2026-05-20 12:25:46.651908,Target,0,1.0
216,86,69,2026-05-25 16:42:04.651910,BestBuy,0,1.38
217,796,87,2026-05-23 12:52:56.651912,Walmart,0,1.74
218,578,238,2026-05-18 23:56:09.651914,Walmart,0,4.76
219,682,198,2026-05-19 03:02:23.651916,Amazon,0,3.96
220,557,177,2026-05-21 02:25:01.651917,Walmart,0,3.54
221,574,146,2026-05-24 18:09:00.651919,Amazon,0,2.92
222,953,60,2026-05-24 06:07:06.651921,Target,0,1.2
223,646,25,2026-05-22 23:12:15.651923,Walmart,0,0.5
224,796,88,2026-05-23 02:35:17.651925,BestBuy,0,1.76
225,28,31,2026-05-23 16:19:09.651927,Walmart,0,0.62
226,620,79,2026-05-19 12:01:12.651929,Walmart,0,1.58
227,556,119,2026-05-25 09:17:01.651931,Target,0,2.38
228,340,164,2026-05-21 19:32:33.651933,Amazon,0,3.28
229,798,179,2026-05-25 01:19:43.651934,Amazon,0,3.58
230,958,164,2026-05-24 14:12:32.651936,Walmart,0,3.28
231,331,30,2026-05-22 17:15:06.651938,BestBuy,0,0.6
232,640,46,2026-05-23 04:41:41.651940,Walmart,0,0.92
233,506,96,2026-05-21 09:06:27.651942,BestBuy,0,1.92
234,348,164,2026-05-24 12:42:26.651945,Target,0,3.28
235,473,15,2026-05-19 21:07:05.651947,Target,0,0.3
236,231,97,2026-05-20 05:40:43.651949,Amazon,0,1.94
237,190,52,2026-05-24 23:47:41.651951,BestBuy,0,1.04
238,225,132,2026-05-20 03:03:40.651953,Walmart,0,2.64
239,385,83,2026-05-20 07:20:25.651955,Walmart,0,1.66
240,377,56,2026-05-24 14:19:12.651956,Walmart,0,1.12
241,283,78,2026-05-23 01:01:22.651958,Walmart,0,1.56
242,958,133,2026-05-22 14:38:55.651960,Target,0,2.66
243,633,136,2026-05-23 06:29:13.651962,BestBuy,0,2.72
244,628,81,2026-05-22 23:09:16.651964,Target,0,1.62
245,973,48,2026-05-22 22:16:22.651966,BestBuy,0,0.96
246,745,134,2026-05-21 10:24:09.651968,Amazon,0,2.68
247,259,43,2026-05-21 11:34:15.651970,BestBuy,0,0.86
248,359,11,2026-05-21 20:12:21.651972,Walmart,0,0.22
249,710,159,2026-05-21 16:46:06.651974,Target,0,3.18
250,456,15,2026-05-25 14:40:11.651976,Walmart,0,0.3
251,411,65,2026-05-24 11:57:18.651978,BestBuy,0,1.3
252,649,23,2026-05-24 12:46:13.651980,BestBuy,0,0.46
253,318,123,2026-05-25 21:13:12.651982,Amazon,0,2.46
254,677,89,2026-05-24 09:24:17.651983,BestBuy,0,1.78
255,225,22,2026-05-23 18:00:19.651985,BestBuy,0,0.44
256,819,53,2026-05-24 18:02:06.651987,Walmart,0,1.06
257,234,168,2026-05-24 17:31:58.651989,BestBuy,0,3.36
258,684,34,2026-05-19 22:48:10.651991,BestBuy,0,0.68
259,664,85,2026-05-19 02:28:29.651993,Target,0,1.7
260,975,139,2026-05-24 04:27:53.651995,Target,0,2.78
261,827,119,2026-05-23 13:55:00.651997,Amazon,0,2.38
262,374,48,2026-05-22 17:07:32.651999,Amazon,0,0.96
263,672,55,2026-05-21 15:17:23.652001,Walmart,0,1.1
264,608,45,2026-05-19 18:18:47.652003,Walmart,0,0.9
265,472,46,2026-05-25 07:38:09.652005,Target,0,0.92
266,233,113,2026-05-24 17:50:23.652007,Target,0,2.26
267,692,1,2026-05-25 09:14:08.652009,Target,0,0.02
268,113,32,2026-05-21 07:12:10.652011,Amazon,0,0.64
269,830,53,2026-05-25 13:13:12.652013,Amazon,0,1.06
270,497,31,2026-05-20 05:10:22.652016,BestBuy,0,0.62
271,442,139,2026-05-22 18:07:52.652018,Amazon,0,2.78
272,564,37,2026-05-25 17:55:11.652020,BestBuy,0,0.74
273,268,44,2026-05-25 20:10:11.652022,Walmart,0,0.88
274,510,49,2026-05-19 20:26:04.652024,Amazon,0,0.98
275,807,1,2026-05-21 02:38:21.652026,Walmart,0,0.02
276,386,38,2026-05-25 12:45:40.652028,BestBuy,0,0.76
277,387,94,2026-05-21 18:15:25.652030,Walmart,0,1.88
278,113,56,2026-05-20 18:26:56.652032,Walmart,0,1.12
279,613,336,2026-05-23 13:36:35.652034,Amazon,0,6.72
280,625,23,2026-05-22 12:10:19.652036,BestBuy,0,0.46
281,952,30,2026-05-20 16:07:54.652038,BestBuy,0,0.6
282,81,60,2026-05-23 01:34:27.652040,Target,0,1.2
283,699,11,2026-05-25 14:59:01.652042,Amazon,0,0.22
284,113,72,2026-05-24 08:21:45.652044,Amazon,0,1.44
285,2,96,2026-05-24 23:53:04.652046,BestBuy,0,1.92
286,642,73,2026-05-20 10:09:53.652048,Amazon,0,1.46
287,220,43,2026-05-19 18:33:09.652050,Walmart,0,0.86
288,566,89,2026-05-20 08:35:14.652051,Target,0,1.78
289,855,73,2026-05-23 08:10:09.652054,BestBuy,0,1.46
290,997,54,2026-05-21 12:35:30.652055,Amazon,0,1.08
291,736,72,2026-05-21 17:31:00.652057,Amazon,0,1.44
292,225,133,2026-05-25 06:26:29.652059,Walmart,0,2.66
293,385,47,2026-05-25 12:26:22.652061,Amazon,0,0.94
294,403,71,2026-05-20 16:49:03.652063,Amazon,0,1.42
295,638,41,2026-05-23 01:21:02.652065,Walmart,0,0.82
296,130,122,2026-05-20 06:22:12.652067,Amazon,0,2.44
297,53,102,2026-05-20 07:04:38.652069,Target,0,2.04
298,684,194,2026-05-23 14:38:30.652071,Walmart,0,3.88
299,730,153,2026-05-23 22:27:16.652073,BestBuy,0,3.06
300,672,72,2026-05-21 02:16:51.652075,Target,0,1.44
301,710,10,2026-05-25 17:04:53.652077,Amazon,0,0.2
302,416,83,2026-05-23 14:51:53.652079,Walmart,0,1.66
303,247,241,2026-05-20 00:46:19.652081,Walmart,0,4.82
304,836,162,2026-05-22 02:37:14.652083,Amazon,0,3.24
305,439,108,2026-05-25 00:42:33.652085,BestBuy,0,2.16
306,203,34,2026-05-25 20:10:41.652087,Target,0,0.68
307,184,149,2026-05-24 01:05:01.652089,Amazon,0,2.98
308,123,65,2026-05-24 19:09:21.652091,BestBuy,0,1.3
309,401,88,2026-05-25 20:14:59.652093,Walmart,0,1.76
310,767,9,2026-05-19 18:09:06.652095,Walmart,0,0.18
311,294,47,2026-05-24 21:47:04.652097,Walmart,0,0.94
312,280,129,2026-05-20 15:06:40.652099,Amazon,0,2.58
313,837,38,2026-05-23 22:11:19.652101,BestBuy,0,0.76
314,884,93,2026-05-25 02:47:35.652103,Amazon,0,1.86
315,610,121,2026-05-21 11:39:45.652105,Amazon,0,2.42
316,198,131,2026-05-21 07:17:49.652107,Target,0,2.62
317,982,43,2026-05-24 00:27:04.652109,Target,0,0.86
318,907,62,2026-05-21 09:08:33.652111,Target,0,1.24
319,511,127,2026-05-20 10:04:01.652113,BestBuy,0,2.54
320,752,55,2026-05-22 07:28:22.652115,Walmart,0,1.1
321,144,31,2026-05-23 09:04:52.652117,Target,0,0.62
322,609,267,2026-05-20 11:38:31.652119,Walmart,0,5.34
323,201,219,2026-05-21 04:16:36.652121,BestBuy,1,43.8
324,124,47,2026-05-25 22:13:02.652123,Target,0,0.94
325,187,87,2026-05-25 19:27:32.652125,Target,0,1.74
326,326,101,2026-05-23 21:25:19.652127,Walmart,0,2.02
327,464,122,2026-05-25 08:09:35.652128,Amazon,0,2.44
328,349,60,2026-05-22 09:42:21.652130,BestBuy,0,1.2
329,771,45,2026-05-21 01:02:51.652132,BestBuy,0,0.9
330,660,145,2026-05-24 08:57:28.652134,Target,0,2.9
331,764,218,2026-05-25 05:03:03.652136,BestBuy,1,43.6
332,955,136,2026-05-22 07:28:47.652138,Walmart,0,2.72
333,932,54,2026-05-20 06:41:33.652140,Amazon,0,1.08
334,403,95,2026-05-23 13:14:47.652142,Amazon,0,1.9
335,346,126,2026-05-24 17:17:49.652144,BestBuy,0,2.52
336,963,23,2026-05-23 12:09:50.652146,Amazon,0,0.46
337,511,72,2026-05-22 01:25:19.652148,Walmart,0,1.44
338,147,183,2026-05-20 19:23:41.652150,Target,0,3.66
339,148,76,2026-05-22 06:15:33.652152,Target,0,1.52
340,864,65,2026-05-19 11:06:33.652154,BestBuy,0,1.3
341,711,36,2026-05-24 09:42:23.652156,BestBuy,0,0.72
342,820,201,2026-05-20 04:06:46.652158,BestBuy,1,40.2
343,489,20,2026-05-19 09:20:43.652160,Target,0,0.4
344,929,117,2026-05-20 03:30:15.652162,BestBuy,0,2.34
345,936,82,2026-05-24 23:43:41.652164,Amazon,0,1.64
346,640,84,2026-05-24 04:50:02.652166,Target,0,1.68
347,551,35,2026-05-19 23:54:54.652168,Walmart,0,0.7
348,338,95,2026-05-25 15:36:34.652169,BestBuy,0,1.9
349,872,19,2026-05-21 10:25:41.652171,Target,0,0.38
350,641,111,2026-05-25 06:29:17.652173,BestBuy,0,2.22
351,779,167,2026-05-20 05:29:23.652175,Target,0,3.34
352,988,70,2026-05-23 20:54:39.652177,Target,0,1.4
353,953,132,2026-05-24 18:58:40.652179,Target,0,2.64
354,473,36,2026-05-25 18:34:10.652182,Walmart,0,0.72
355,946,103,2026-05-25 21:35:21.652184,Target,0,2.06
356,151,79,2026-05-24 12:50:40.652186,Amazon,0,1.58
357,415,145,2026-05-24 17:54:42.652188,BestBuy,0,2.9
358,990,101,2026-05-20 06:50:23.652190,BestBuy,0,2.02
359,298,87,2026-05-19 00:42:38.652192,BestBuy,0,1.74
360,611,29,2026-05-23 03:55:43.652194,Target,0,0.58
361,263,188,2026-05-20 12:52:11.652196,BestBuy,0,3.76
362,764,176,2026-05-20 00:50:41.652198,Amazon,0,3.52
363,144,52,2026-05-21 10:05:36.652200,Amazon,0,1.04
364,346,129,2026-05-19 18:51:38.652202,Amazon,0,2.58
365,624,102,2026-05-21 12:52:13.652204,Walmart,0,2.04
366,572,24,2026-05-21 19:57:57.652206,Amazon,0,0.48
367,881,46,2026-05-24 05:10:17.652208,Amazon,0,0.92
368,2,18,2026-05-24 13:46:40.652210,BestBuy,0,0.36
369,897,14,2026-05-25 10:26:37.652212,Target,0,0.28
370,304,84,2026-05-22 23:17:24.652214,BestBuy,0,1.68
371,254,91,2026-05-21 19:13:49.652216,Walmart,0,1.82
372,652,52,2026-05-20 06:25:48.652218,Walmart,0,1.04
373,453,102,2026-05-22 18:30:39.652220,Walmart,0,2.04
374,37,122,2026-05-25 15:34:04.652222,Amazon,0,2.44
375,160,107,2026-05-23 21:09:27.652223,Amazon,0,2.14
376,9,56,2026-05-19 08:01:57.652225,Amazon,0,1.12
377,233,93,2026-05-24 21:39:54.652227,Target,0,1.86
378,99,201,2026-05-20 13:29:52.652229,BestBuy,1,40.2
379,659,43,2026-05-22 11:36:42.652231,Amazon,0,0.86
380,816,96,2026-05-19 00:37:01.652233,Walmart,0,1.92
381,208,17,2026-05-24 12:51:25.652235,Target,0,0.34
382,131,125,2026-05-22 23:11:12.652237,Target,0,2.5
383,404,129,2026-05-19 03:02:50.652239,Walmart,0,2.58
384,152,95,2026-05-23 05:25:59.652241,Amazon,0,1.9
385,54,87,2026-05-22 06:22:51.652243,Target,0,1.74
386,120,177,2026-05-24 23:32:03.652245,Walmart,0,3.54
387,673,38,2026-05-25 11:46:27.652247,Amazon,0,0.76
388,920,32,2026-05-20 03:22:15.652249,Target,0,0.64
389,628,90,2026-05-20 12:00:14.652251,Target,0,1.8
390,587,95,2026-05-21 18:33:21.652253,BestBuy,0,1.9
391,625,114,2026-05-21 01:14:31.652255,BestBuy,0,2.28
392,968,90,2026-05-22 15:20:59.652256,Target,0,1.8
393,420,66,2026-05-25 08:04:35.652258,Target,0,1.32
394,422,55,2026-05-22 01:47:23.652260,Target,0,1.1
395,104,56,2026-05-21 18:41:17.652262,BestBuy,0,1.12
396,852,191,2026-05-21 23:59:55.652264,Amazon,0,3.82
397,254,59,2026-05-19 14:47:51.652266,BestBuy,0,1.18
398,227,13,2026-05-22 03:35:58.652268,Walmart,0,0.26
399,112,100,2026-05-21 22:42:05.652270,Target,0,2.0
400,510,177,2026-05-23 00:31:00.652272,Walmart,0,3.54
401,473,6,2026-05-24 08:09:05.652274,Walmart,0,0.12
402,99,59,2026-05-20 05:31:11.652277,Walmart,0,1.18
403,153,202,2026-05-25 15:02:46.652279,BestBuy,1,40.4
404,861,110,2026-05-25 17:51:15.652282,BestBuy,0,2.2
405,914,57,2026-05-19 09:23:27.652285,Amazon,0,1.14
406,896,73,2026-05-22 02:28:05.652287,Walmart,0,1.46
407,878,92,2026-05-20 12:41:14.652289,Walmart,0,1.84
408,338,100,2026-05-24 16:59:23.652291,BestBuy,0,2.0
409,706,131,2026-05-22 15:04:38.652293,Walmart,0,2.62
410,822,63,2026-05-23 07:01:04.652295,BestBuy,0,1.26
411,163,99,2026-05-25 20:36:57.652297,Target,0,1.98
412,720,20,2026-05-20 20:46:12.652298,Target,0,0.4
413,957,67,2026-05-19 01:47:07.652300,Walmart,0,1.34
414,681,56,2026-05-24 22:16:11.652302,Amazon,0,1.12
415,996,69,2026-05-18 23:32:31.652304,BestBuy,0,1.38
416,161,27,2026-05-21 01:22:39.652306,Target,0,0.54
417,580,36,2026-05-21 23:56:38.652308,Target,0,0.72
418,801,161,2026-05-21 00:03:39.652310,Walmart,0,3.22
419,398,36,2026-05-19 12:28:41.652312,BestBuy,0,0.72
420,277,79,2026-05-24 12:43:35.652314,Walmart,0,1.58
421,816,16,2026-05-20 20:32:51.652316,BestBuy,0,0.32
422,916,31,2026-05-25 09:48:29.652318,Amazon,0,0.62
423,504,350,2026-05-19 21:33:30.652320,BestBuy,1,70.0
424,896,116,2026-05-25 14:56:07.652322,Target,0,2.32
425,392,57,2026-05-24 12:31:42.652324,Walmart,0,1.14
